State,PC No,Constituency,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
ANDHRA PRADESH,12,VIJAYAWADA,14,DEVARASETTY RAVEENDRA BABU,ANDHRA RASTRA PRAJA SAMITHI,328,3,331,0.02
ANDHRA PRADESH,12,VIJAYAWADA,15,GUJJULA LALITHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),323,4,327,0.02
ANDHRA PRADESH,12,VIJAYAWADA,16,N DASARADHA RAMI REDDY,ALL INDIA JAIHIND PARTY,268,1,269,0.02
ANDHRA PRADESH,12,VIJAYAWADA,17,CHINTHALACHERUVU HEMALATHA,JAI MAHA BHARATH PARTY,239,5,244,0.02
ANDHRA PRADESH,12,VIJAYAWADA,18,NOTA,NONE OF THE ABOVE,9038,155,9193,0.67
ANDHRA PRADESH,13,GUNTUR,1,DR CHANDRA SEKHAR PEMMASANI,TELUGU DESAM,851020,13928,864948,60.68
ANDHRA PRADESH,13,GUNTUR,2,KILARI VENKATA ROSAIAH,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,513563,6690,520253,36.5
ANDHRA PRADESH,13,GUNTUR,3,JANGALA AJAY KUMAR,COMMUNIST PARTY OF INDIA,8317,320,8637,0.61
ANDHRA PRADESH,13,GUNTUR,4,SIVAREDDY. ENDREDDY,NAVATARAM PARTY,5628,1,5629,0.39
ANDHRA PRADESH,13,GUNTUR,5,TENALI PRAKASH,BAHUJAN SAMAJ PARTY,4172,100,4272,0.3
ANDHRA PRADESH,13,GUNTUR,6,SIKHAKOLLI HEMA GOWRI SHANKAR,JATIYA JANA SENA PARTY,1959,5,1964,0.14
ANDHRA PRADESH,13,GUNTUR,7,SAMUDRALA CHINNA KOTAIAH,JAIBHIM RAO BHARAT PARTY,1748,5,1753,0.12
ANDHRA PRADESH,13,GUNTUR,8,UMAR BHASHA SHAIK,JANA SAHAYAKA SAKTHI,1273,2,1275,0.09
ANDHRA PRADESH,13,GUNTUR,9,SYED. SAIDA,NAVARANG CONGRESS PARTY,1216,6,1222,0.09
ANDHRA PRADESH,13,GUNTUR,10,AMBATI CHALAMAIAH,PYRAMID PARTY OF INDIA,1029,2,1031,0.07
ANDHRA PRADESH,13,GUNTUR,11,PILLI BABU RAO,INDEPENDENT,688,4,692,0.05
ANDHRA PRADESH,13,GUNTUR,12,HARI VENKATA SATISH  KURNALA,JAI BHARAT NATIONAL PARTY,540,2,542,0.04
ANDHRA PRADESH,13,GUNTUR,13,VISHNU REDDY LANKIREDDY,BENGALURU NAVA NIRMANA PARTY,461,0,461,0.03
ANDHRA PRADESH,13,GUNTUR,14,EMANI. CHANDRASEKHAR RAO,NAVODAYAM PARTY,409,5,414,0.03
ANDHRA PRADESH,13,GUNTUR,15,SHAIK. KHAJAVALI,INDEPENDENT,387,4,391,0.03
ANDHRA PRADESH,13,GUNTUR,16,CHALLAPALLI RATAN RAJU,VIDUTHALAI CHIRUTHAIGAL KATCHI,374,4,378,0.03
ANDHRA PRADESH,13,GUNTUR,17,KANNEBOYINA VAMSI KRISHNA YADAV,INDEPENDENT,368,7,375,0.03
ANDHRA PRADESH,13,GUNTUR,18,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,ANDHRA PRADESH RASHTRA SAMITHI,353,5,358,0.03
ANDHRA PRADESH,13,GUNTUR,19,GAYATRI AUDHIPUDI,INDEPENDENT,350,7,357,0.03
ANDHRA PRADESH,13,GUNTUR,20,ASHOK ANAND GALI,INDEPENDENT,335,0,335,0.02
ANDHRA PRADESH,13,GUNTUR,21,SHAIK ASLAM AKTHER,INDEPENDENT,334,1,335,0.02
ANDHRA PRADESH,13,GUNTUR,22,PATHAN KHAJA (BASHA),TELUGU RAJADHIKARA SAMITI PARTY,328,4,332,0.02
ANDHRA PRADESH,13,GUNTUR,23,AMARTHALURI VENKATESWARA RAO.,MARXIST COMMUNIST PARTY OF INDIA (UNITED),308,4,312,0.02
ANDHRA PRADESH,13,GUNTUR,24,DR. RAYAPUDI RAJESH VIJAY KUMAR,INDIAN LABOUR PARTY (AMBEDKAR PHULE),306,4,310,0.02
ANDHRA PRADESH,13,GUNTUR,25,BURAGA RATNAM,LOKTANTRIK JANTA DAL,304,12,316,0.02
ANDHRA PRADESH,13,GUNTUR,26,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,INDEPENDENT,268,0,268,0.02
ANDHRA PRADESH,13,GUNTUR,27,SIVA PARVATHI,INDEPENDENT,262,4,266,0.02
ANDHRA PRADESH,13,GUNTUR,28,BOMMASANI MUTYALA RAO,ALL PEOPLES PARTY,200,7,207,0.01
ANDHRA PRADESH,13,GUNTUR,29,SRIKRISHNA AKKISETTI,INDEPENDENT,179,0,179,0.01
ANDHRA PRADESH,13,GUNTUR,30,MADAVARAPU NAGA RAJU,INDEPENDENT,172,0,172,0.01
ANDHRA PRADESH,13,GUNTUR,31,NOTA,NONE OF THE ABOVE,7210,177,7387,0.52
ANDHRA PRADESH,14,NARSARAOPET,1,LAVU SRIKRISHNA DEVARAYALU,TELUGU DESAM,798097,9899,807996,53.88
ANDHRA PRADESH,14,NARSARAOPET,2,ANIL KUMAR POLUBOINA,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,642186,6081,648267,43.23
ANDHRA PRADESH,14,NARSARAOPET,3,GARNEPUDI ALEXANDER SUDHAKAR,INDIAN NATIONAL CONGRESS,17520,526,18046,1.2
ANDHRA PRADESH,14,NARSARAOPET,4,ORSU PREMARAJU,BAHUJAN SAMAJ PARTY,5276,33,5309,0.35
ANDHRA PRADESH,14,NARSARAOPET,5,KUCHIPUDI JOHN BABU,JAIBHIM RAO BHARAT PARTY,2328,8,2336,0.16
ANDHRA PRADESH,14,NARSARAOPET,6,GARLAPATI SUBHASH PREM,REVOLUTIONARY SOCIALIST PARTY,1243,2,1245,0.08
ANDHRA PRADESH,14,NARSARAOPET,7,YAMPATI VEERANJANEYA REDDY,INDEPENDENT,1056,1,1057,0.07
ANDHRA PRADESH,14,NARSARAOPET,8,SUBBARAO CHALLA,INDEPENDENT,1051,0,1051,0.07
ANDHRA PRADESH,14,NARSARAOPET,9,ABDUL RAJAK SHAIK,INDEPENDENT,718,5,723,0.05
ANDHRA PRADESH,14,NARSARAOPET,10,KOTA POTHURAJU,PYRAMID PARTY OF INDIA,667,3,670,0.04
ANDHRA PRADESH,14,NARSARAOPET,11,P VENKATESH,JAATHIA CHETHI VRUTHULA IKYA VEDIKA PARTY,385,3,388,0.03
ANDHRA PRADESH,14,NARSARAOPET,12,PASUPULETI PICHAIAH,NATIONAL NAVA KRANTHI PARTY,353,3,356,0.02
ANDHRA PRADESH,14,NARSARAOPET,13,PAPPULA SAMBASIVA RAO,NAVARANG CONGRESS PARTY,331,1,332,0.02
ANDHRA PRADESH,14,NARSARAOPET,14,DOCTOR GODA RAMESH KUMAR,JATIYA JANA SENA PARTY,305,4,309,0.02
ANDHRA PRADESH,14,NARSARAOPET,15,THOKALA NAGA RAJU,ALL INDIA FORWARD BLOC,277,8,285,0.02
ANDHRA PRADESH,14,NARSARAOPET,16,NOTA,NONE OF THE ABOVE,11120,79,11199,0.75
ANDHRA PRADESH,15,BAPATLA (SC),1,KRISHNA PRASAD TENNETI,TELUGU DESAM,706757,10736,717493,55.16
ANDHRA PRADESH,15,BAPATLA (SC),2,NANDIGAM SURESH BABU,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,503816,5646,509462,39.17
ANDHRA PRADESH,15,BAPATLA (SC),3,J.D. SEELAM,INDIAN NATIONAL CONGRESS,41673,1586,43259,3.33
ANDHRA PRADESH,15,BAPATLA (SC),4,DOKKA JAGAN MOHANA RAO,BAHUJAN SAMAJ PARTY,6774,83,6857,0.53
ANDHRA PRADESH,15,BAPATLA (SC),5,NALAMALA TIRUPATI RAO,NAVATARAM PARTY,2888,76,2964,0.23
ANDHRA PRADESH,15,BAPATLA (SC),6,BUSSA. NAGARAJU,INDEPENDENT,1311,7,1318,0.1
ANDHRA PRADESH,15,BAPATLA (SC),7,GADDE. VIJAYA LAKSHMI,INDEPENDENT,1046,5,1051,0.08
ANDHRA PRADESH,15,BAPATLA (SC),8,KATTAPOGU. VIJAY KUMAR,PYRAMID PARTY OF INDIA,893,4,897,0.07
ANDHRA PRADESH,15,BAPATLA (SC),9,KONDRU KIRAN KUMAR,INDEPENDENT,791,6,797,0.06
ANDHRA PRADESH,15,BAPATLA (SC),10,KATTA ANAND BABU,INDEPENDENT,704,25,729,0.06
ANDHRA PRADESH,15,BAPATLA (SC),11,MERUGUPALA SADASIVA RAO,INDIA PRAJA BANDHU PARTY,669,4,673,0.05
ANDHRA PRADESH,15,BAPATLA (SC),12,KATTA HEMANAND,INDEPENDENT,547,2,549,0.04
ANDHRA PRADESH,15,BAPATLA (SC),13,PARRE. KOTAIAH,JAIBHIM RAO BHARAT PARTY,408,4,412,0.03
ANDHRA PRADESH,15,BAPATLA (SC),14,PALADUG VIJENDRA RAO (BAHUJAN),LIBERATION CONGRESS PARTY,294,12,306,0.02
ANDHRA PRADESH,15,BAPATLA (SC),15,CHINNAM MURALIDHAR,ALL PEOPLES PARTY,252,3,255,0.02
ANDHRA PRADESH,15,BAPATLA (SC),16,NOTA,NONE OF THE ABOVE,13599,124,13723,1.06
ANDHRA PRADESH,16,ONGOLE,1,MAGUNTA SREENIVASULU REDDY,TELUGU DESAM,689829,12065,701894,49.35
ANDHRA PRADESH,16,ONGOLE,2,DR CHEVIREDDY BHASKAR REDD,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,644052,7643,651695,45.82
ANDHRA PRADESH,16,ONGOLE,3,EDA SUDHAKARA REDDY,INDIAN NATIONAL CONGRESS,25803,919,26722,1.88
ANDHRA PRADESH,16,ONGOLE,4,DHARANIKOTA LAKSHMI NARAYANA,BAHUJAN SAMAJ PARTY,6238,76,6314,0.44
ANDHRA PRADESH,16,ONGOLE,5,BUCHI EDUKONDALU,INDEPENDENT,3046,2,3048,0.21
ANDHRA PRADESH,16,ONGOLE,6,PODILI RAMBABU,INDEPENDENT,3035,38,3073,0.22
ANDHRA PRADESH,16,ONGOLE,7,ORSU VEENA,JAI BHARAT NATIONAL PARTY,2242,25,2267,0.16
ANDHRA PRADESH,16,ONGOLE,8,BONTHA RANGA REDDY,INDEPENDENT,1923,0,1923,0.14
ANDHRA PRADESH,16,ONGOLE,9,BODDU KRANTHI KUMAR,INDEPENDENT,1797,1,1798,0.13
ANDHRA PRADESH,16,ONGOLE,10,MOHAN GOUD J V,INDEPENDENT,1442,5,1447,0.1
ANDHRA PRADESH,16,ONGOLE,11,U MADHU BABU,INDEPENDENT,1006,2,1008,0.07
ANDHRA PRADESH,16,ONGOLE,12,KARATAPU RAJU,INDEPENDENT,730,5,735,0.05
ANDHRA PRADESH,16,ONGOLE,13,JAGADEESH RAYAPATI,INDEPENDENT,713,12,725,0.05
ANDHRA PRADESH,16,ONGOLE,14,DEVIREDDY BALANJANEYULU,INDEPENDENT,710,6,716,0.05
ANDHRA PRADESH,16,ONGOLE,15,HARI PRASAD TUPAKULA,INDEPENDENT,706,5,711,0.05
ANDHRA PRADESH,16,ONGOLE,16,PASAM VENKATESWARLU YADAV,SAMAJWADI PARTY,699,44,743,0.05
ANDHRA PRADESH,16,ONGOLE,17,SURYA TEJA KOTA,PYRAMID PARTY OF INDIA,674,9,683,0.05
ANDHRA PRADESH,16,ONGOLE,18,AKUMALLA MALLIKARJUNA REDDY,INDEPENDENT,575,0,575,0.04
ANDHRA PRADESH,16,ONGOLE,19,VESHAPOGU GURAVABABU,INDEPENDENT,457,4,461,0.03
ANDHRA PRADESH,16,ONGOLE,20,KOMMU YOHANU,LIBERATION CONGRESS PARTY,454,7,461,0.03
ANDHRA PRADESH,16,ONGOLE,21,SESHUBABU GUDDANTI,INDEPENDENT,449,0,449,0.03
ANDHRA PRADESH,16,ONGOLE,22,SINGAMNENI SREEKANTH,INDEPENDENT,407,3,410,0.03
ANDHRA PRADESH,16,ONGOLE,23,YARRA DASARADHARAMAIAH,INDEPENDENT,394,0,394,0.03
ANDHRA PRADESH,16,ONGOLE,24,KOTA VAMSI KRISHNA,INDEPENDENT,365,0,365,0.03
ANDHRA PRADESH,16,ONGOLE,25,K PAVAN KALYAN,JATIYA JANA SENA PARTY,362,30,392,0.03
ANDHRA PRADESH,16,ONGOLE,26,NOTA,NONE OF THE ABOVE,13066,139,13205,0.93
ANDHRA PRADESH,17,NANDYAL,1,DR BYREDDY SHABARI,TELUGU DESAM,689417,11714,701131,49.92
ANDHRA PRADESH,17,NANDYAL,2,POCHA BRAHMANANDA REDDY,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,583155,6001,589156,41.95
ANDHRA PRADESH,17,NANDYAL,3,J LAKSHMI NARASIMHA YADAV,INDIAN NATIONAL CONGRESS,54920,1284,56204,4
ANDHRA PRADESH,17,NANDYAL,4,P GURUVAIAH,INDEPENDENT,8190,1,8191,0.58
ANDHRA PRADESH,17,NANDYAL,5,A CHINNA MOULALI,BAHUJAN SAMAJ PARTY,7768,63,7831,0.56
ANDHRA PRADESH,17,NANDYAL,6,HAFIZ ATAULLAH KHAN,SOCIAL DEMOCRATIC PARTY OF INDIA,6858,74,6932,0.49
ANDHRA PRADESH,17,NANDYAL,7,KOMMUSANI PEDDA KAMBAGIRI SWAMY,INDEPENDENT,4633,0,4633,0.33
ANDHRA PRADESH,17,NANDYAL,8,GAGGERA VENKATA RAMANAIAH,INDEPENDENT,3027,4,3031,0.22
ANDHRA PRADESH,17,NANDYAL,9,DUMAVATH SWAMY NAIK,INDEPENDENT,2348,10,2358,0.17
ANDHRA PRADESH,17,NANDYAL,10,KUNUKUNTLA RAMUDU,INDEPENDENT,1408,5,1413,0.1
ANDHRA PRADESH,17,NANDYAL,11,E ANIL KUMAR,INDEPENDENT,1332,2,1334,0.09
ANDHRA PRADESH,17,NANDYAL,12,C SURENDRA NATHA REDDY,INDEPENDENT,1267,1,1268,0.09
ANDHRA PRADESH,17,NANDYAL,13,BRAHMANANDA REDDY K,INDEPENDENT,1261,11,1272,0.09
ANDHRA PRADESH,17,NANDYAL,14,UPPU SUBBARAYUDU,JAATHIA CHETHI VRUTHULA IKYA VEDIKA PARTY,785,6,791,0.06
ANDHRA PRADESH,17,NANDYAL,15,NAGESWARA RAO,INDEPENDENT,678,2,680,0.05
ANDHRA PRADESH,17,NANDYAL,16,VIJAYA BHASKAR REDDYPOGU,INDEPENDENT,641,0,641,0.05
ANDHRA PRADESH,17,NANDYAL,17,YELAMPALLE GOVARDHAN REDDY,ALL INDIA FORWARD BLOC,638,4,642,0.05
ANDHRA PRADESH,17,NANDYAL,18,BHUMA VEERA BHADRA REDDY,NAVARANG CONGRESS PARTY,630,16,646,0.05
ANDHRA PRADESH,17,NANDYAL,19,PANDU RANGA YADAV SIDDAPU,SAMAJWADI PARTY,594,11,605,0.04
ANDHRA PRADESH,17,NANDYAL,20,CHANDINI REDDY VAKATI,LIBERATION CONGRESS PARTY,546,10,556,0.04
ANDHRA PRADESH,17,NANDYAL,21,B C RAMANADHA AREDDY,INDEPENDENT,472,0,472,0.03
ANDHRA PRADESH,17,NANDYAL,22,GAJULA SHALIMIYA,ANNA YSR CONGRESS PARTY,468,18,486,0.03
ANDHRA PRADESH,17,NANDYAL,23,KULURU RAMA KRISHNA REDDY,NEETHI NIJAYITHI PARTY,428,2,430,0.03
ANDHRA PRADESH,17,NANDYAL,24,CH P MALLESWARUDU,INDEPENDENT,417,4,421,0.03
ANDHRA PRADESH,17,NANDYAL,25,I V PAKKIR REDDY,INDEPENDENT,408,2,410,0.03
ANDHRA PRADESH,17,NANDYAL,26,V MADHUSUDHANA REDDY,INDEPENDENT,399,2,401,0.03
ANDHRA PRADESH,17,NANDYAL,27,BUSHAKU MAHESWARA REDDY,INDEPENDENT,390,0,390,0.03
ANDHRA PRADESH,17,NANDYAL,28,U P MUNI REDDY,INDEPENDENT,376,0,376,0.03
ANDHRA PRADESH,17,NANDYAL,29,GOGULA SUGUNAMMA,JAI MAHA BHARATH PARTY,375,4,379,0.03
ANDHRA PRADESH,17,NANDYAL,30,BELLAMKONDA SREENIVASULU,INDEPENDENT,352,1,353,0.03
ANDHRA PRADESH,17,NANDYAL,31,BALIJA SHIVA KUMAR,INDEPENDENT,288,0,288,0.02
ANDHRA PRADESH,17,NANDYAL,32,NOTA,NONE OF THE ABOVE,10538,159,10697,0.76
ANDHRA PRADESH,18,KURNOOLU,1,BASTIPATI NAGARAJU PANCHALINGALA,TELUGU DESAM,650335,8579,658914,49.51
ANDHRA PRADESH,18,KURNOOLU,2,B Y RAMAIAH,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,543801,3815,547616,41.15
ANDHRA PRADESH,18,KURNOOLU,3,P.G.RAMPULLAIAH YADAV LUCKY-2,INDIAN NATIONAL CONGRESS,68972,1401,70373,5.29
ANDHRA PRADESH,18,KURNOOLU,4,MANCHALA LAKSHMI NARAYANA,BAHUJAN SAMAJ PARTY,8533,56,8589,0.65
ANDHRA PRADESH,18,KURNOOLU,5,BOYA SURESH,INDEPENDENT,5891,9,5900,0.44
ANDHRA PRADESH,18,KURNOOLU,6,T. BEECHUPALLI,INDEPENDENT,5125,2,5127,0.39
ANDHRA PRADESH,18,KURNOOLU,7,VIJAYA BHASKAR .REDDYPOGU,INDEPENDENT,3504,4,3508,0.26
ANDHRA PRADESH,18,KURNOOLU,8,PAGADALA KODANDA,INDEPENDENT,3070,6,3076,0.23
ANDHRA PRADESH,18,KURNOOLU,9,DEVARAPOGU MADDILETY,INDEPENDENT,2576,6,2582,0.19
ANDHRA PRADESH,18,KURNOOLU,10,PRAKASH REDDY RALAMPADU,INDEPENDENT,2222,3,2225,0.17
ANDHRA PRADESH,18,KURNOOLU,11,JAHANGIR AHMED,SOCIAL DEMOCRATIC PARTY OF INDIA,2058,16,2074,0.16
ANDHRA PRADESH,18,KURNOOLU,12,DR. REDDYPOGU PRAVEEN KUMAR,INDEPENDENT,1847,9,1856,0.14
ANDHRA PRADESH,18,KURNOOLU,13,ABDUL SATTAR  A.S.R,ANNA YSR CONGRESS PARTY,1565,36,1601,0.12
ANDHRA PRADESH,18,KURNOOLU,14,VALMIKI ARJUNA,BHARATHA CHAITANYA YUVAJANA PARTY,1385,5,1390,0.1
ANDHRA PRADESH,18,KURNOOLU,15,URUKUNDU VADDE,INDEPENDENT,1284,11,1295,0.1
ANDHRA PRADESH,18,KURNOOLU,16,MALLEPOGU NAGANNA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1162,2,1164,0.09
ANDHRA PRADESH,18,KURNOOLU,17,SUNKARA SREEDHAR,JAI BHARAT NATIONAL PARTY,1149,14,1163,0.09
ANDHRA PRADESH,18,KURNOOLU,18,TARIGOPULA RAJABABU,ALL PEOPLES PARTY,1032,1,1033,0.08
ANDHRA PRADESH,18,KURNOOLU,19,AMRUTH KUMAR SALKAPURAM,LIBERATION CONGRESS PARTY,777,6,783,0.06
ANDHRA PRADESH,18,KURNOOLU,20,NOTA,NONE OF THE ABOVE,10394,117,10511,0.79
ANDHRA PRADESH,19,ANANTHAPUR,1,AMBICA G LAKSHMINARAYANA VALMIKI,TELUGU DESAM,755862,12383,768245,53.33
ANDHRA PRADESH,19,ANANTHAPUR,2,MALAGUNDLA SANKAR NARAYANA,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,573769,5921,579690,40.24
ANDHRA PRADESH,19,ANANTHAPUR,3,MALLIKARJUNA VAJJALA,INDIAN NATIONAL CONGRESS,41954,1263,43217,3
ANDHRA PRADESH,19,ANANTHAPUR,4,G.V.RAMANA REDDY,INDEPENDENT,6436,3,6439,0.45
ANDHRA PRADESH,19,ANANTHAPUR,5,BANASI NARAYANAPPA,BAHUJAN SAMAJ PARTY,6280,116,6396,0.44
ANDHRA PRADESH,19,ANANTHAPUR,6,V.MURALI PRASAD REDDY,INDEPENDENT,5775,3,5778,0.4
ANDHRA PRADESH,19,ANANTHAPUR,7,DR.NALLANI RAMESH NAIDU,ANDHRA RASTRA PRAJA SAMITHI,4862,127,4989,0.35
ANDHRA PRADESH,19,ANANTHAPUR,8,M.SURENDRA,PYRAMID PARTY OF INDIA,2927,8,2935,0.2
ANDHRA PRADESH,19,ANANTHAPUR,9,U.C.VENKATASUBBAIAH,JAATHIA CHETHI VRUTHULA IKYA VEDIKA PARTY,2533,7,2540,0.18
ANDHRA PRADESH,19,ANANTHAPUR,10,P.CHOWDESWARI,INDEPENDENT,1514,4,1518,0.11
ANDHRA PRADESH,19,ANANTHAPUR,11,VADLA KESAVAIAH,INDEPENDENT,1488,6,1494,0.1
ANDHRA PRADESH,19,ANANTHAPUR,12,B.RAGHAVENDRA PRASAD,INDEPENDENT,1317,1,1318,0.09
ANDHRA PRADESH,19,ANANTHAPUR,13,KETHIREDDY RAGHUNATHAREDDY,INDEPENDENT,1086,5,1091,0.08
ANDHRA PRADESH,19,ANANTHAPUR,14,LOKANATH GOWD SURAGOWINI,INDEPENDENT,1085,6,1091,0.08
ANDHRA PRADESH,19,ANANTHAPUR,15,SREERANGARAJULA GOPINATH ROYAL,INDEPENDENT,903,1,904,0.06
ANDHRA PRADESH,19,ANANTHAPUR,16,SHAIK.NIZAM,SAMAJWADI PARTY,749,4,753,0.05
ANDHRA PRADESH,19,ANANTHAPUR,17,RAMAVTH CHINNA RAMAPPA NAIK,JAIBHIM RAO BHARAT PARTY,735,10,745,0.05
ANDHRA PRADESH,19,ANANTHAPUR,18,KURUBA MALLIKARJUNA.S.,ALL INDIA KISAN JANATHA PARTY,574,4,578,0.04
ANDHRA PRADESH,19,ANANTHAPUR,19,B.NAGAMUTHYALU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),566,4,570,0.04
ANDHRA PRADESH,19,ANANTHAPUR,20,SRINIVASA RAJU.O,BHARTIYA PANCHYAT PARTY,489,5,494,0.03
ANDHRA PRADESH,19,ANANTHAPUR,21,DURGA PRASAD D BYATARAYANAJI,CHALLENGERS PARTY,439,5,444,0.03
ANDHRA PRADESH,19,ANANTHAPUR,22,NOTA,NONE OF THE ABOVE,9014,185,9199,0.64
ANDHRA PRADESH,20,HINDUPUR,1,B K PARTHASARATHI,TELUGU DESAM,713013,12521,725534,51.23
ANDHRA PRADESH,20,HINDUPUR,2,J SHANTHA,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,587406,5701,593107,41.88
ANDHRA PRADESH,20,HINDUPUR,3,B A SAMAD SHAHEEN,INDIAN NATIONAL CONGRESS,53989,1070,55059,3.89
ANDHRA PRADESH,20,HINDUPUR,4,BHAGYA R S,BAHUJAN SAMAJ PARTY,7949,66,8015,0.57
ANDHRA PRADESH,20,HINDUPUR,5,PRATHAP REDDY GORLA,INDEPENDENT,5380,64,5444,0.38
ANDHRA PRADESH,20,HINDUPUR,6,H D HANUMANTHE GOWD,INDEPENDENT,2270,8,2278,0.16
ANDHRA PRADESH,20,HINDUPUR,7,ANJINAPPA GARI SREENIVASULU,REVOLUTIONARY SOCIALIST PARTY,2045,6,2051,0.14
ANDHRA PRADESH,20,HINDUPUR,8,S N SURESH,INDEPENDENT,1611,20,1631,0.12
ANDHRA PRADESH,20,HINDUPUR,9,DASAGANIPALLI KULLAYAPPA,INDEPENDENT,1317,11,1328,0.09
ANDHRA PRADESH,20,HINDUPUR,10,ASHOK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1282,10,1292,0.09
ANDHRA PRADESH,20,HINDUPUR,11,T SUDHAKAR REDDY,INDEPENDENT,1227,10,1237,0.09
ANDHRA PRADESH,20,HINDUPUR,12,S RAGHUNATHA REDDY,INDEPENDENT,693,17,710,0.05
ANDHRA PRADESH,20,HINDUPUR,13,BUDILI DHANUNJAYA,NATIONAL NAVA KRANTHI PARTY,679,3,682,0.05
ANDHRA PRADESH,20,HINDUPUR,14,NOTA,NONE OF THE ABOVE,17826,145,17971,1.27
ANDHRA PRADESH,21,KADAPA,1,Y. S. AVINASH REDDY,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,598406,6737,605143,45.78
ANDHRA PRADESH,21,KADAPA,2,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,TELUGU DESAM,532358,10090,542448,41.03
ANDHRA PRADESH,21,KADAPA,3,Y.S. SHARMILA REDDY,INDIAN NATIONAL CONGRESS,136395,4644,141039,10.67
ANDHRA PRADESH,21,KADAPA,4,PANDITI. GURAPPA.,BAHUJAN SAMAJ PARTY,3790,20,3810,0.29
ANDHRA PRADESH,21,KADAPA,5,VENU GOPAL RACHINENI,RASHTRIYA PRAJA CONGRESS  (SECULAR),3500,70,3570,0.27
ANDHRA PRADESH,21,KADAPA,6,CHINNAPUREDDY GOPALA KRISHNA REDDY,INDEPENDENT,2414,16,2430,0.18
ANDHRA PRADESH,21,KADAPA,7,KUNCHAM. VENKATA SUBBA REDDY,RAYALASEEMA RASHTRA SAMITHI,2329,4,2333,0.18
ANDHRA PRADESH,21,KADAPA,8,L. KHAJA HUSSAIN,INDEPENDENT,1087,1,1088,0.08
ANDHRA PRADESH,21,KADAPA,9,ANKIREDDY. SURESH KUMAR REDDY.,ALL INDIA FORWARD BLOC,752,3,755,0.06
ANDHRA PRADESH,21,KADAPA,10,KAKARLA SHANMUKHA REDDY,INDEPENDENT,633,14,647,0.05
ANDHRA PRADESH,21,KADAPA,11,PALLE RAMESH,JAIBHIM RAO BHARAT PARTY,619,5,624,0.05
ANDHRA PRADESH,21,KADAPA,12,CHAN BASHA. S,ANNA YSR CONGRESS PARTY,432,7,439,0.03
ANDHRA PRADESH,21,KADAPA,13,J. V. RAMANA,JAATHIA CHETHI VRUTHULA IKYA VEDIKA PARTY,414,20,434,0.03
ANDHRA PRADESH,21,KADAPA,14,MALIKIREDDY. HANUMANTHA REDDY,JANA SAHAYAKA SAKTHI,358,11,369,0.03
ANDHRA PRADESH,21,KADAPA,15,NOTA,NONE OF THE ABOVE,16660,186,16846,1.27
ANDHRA PRADESH,22,NELLORE,1,PRABHAKAR REDDY VEMIREDDY,TELUGU DESAM,750771,15431,766202,55.7
ANDHRA PRADESH,22,NELLORE,2,VENUMBAKA VIJAYASAI REDDY,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,514375,5925,520300,37.82
ANDHRA PRADESH,22,NELLORE,3,KOPPULA RAJU,INDIAN NATIONAL CONGRESS,53264,1580,54844,3.99
ANDHRA PRADESH,22,NELLORE,4,BHASKAR NASINA,BAHUJAN SAMAJ PARTY,5710,101,5811,0.42
ANDHRA PRADESH,22,NELLORE,5,VIVEKA MANNEPALLI,REVOLUTIONARY SOCIALIST PARTY,2794,10,2804,0.2
ANDHRA PRADESH,22,NELLORE,6,KOPPALA RAGHU,INDEPENDENT,2010,5,2015,0.15
ANDHRA PRADESH,22,NELLORE,7,GAJULA SOMA SEKHAR,JAI BHARAT NATIONAL PARTY,1775,4,1779,0.13
ANDHRA PRADESH,22,NELLORE,8,SHAIK MUZIBUR RAHAMAN,PYRAMID PARTY OF INDIA,1315,15,1330,0.1
ANDHRA PRADESH,22,NELLORE,9,SHAIK MAHABOOB BASHA (MABU),REPUBLICAN PARTY OF INDIA (A),1228,5,1233,0.09
ANDHRA PRADESH,22,NELLORE,10,MALLEPALLY RAGHU,NAVARANG CONGRESS PARTY,1104,1,1105,0.08
ANDHRA PRADESH,22,NELLORE,11,SHAIK SHAFI AHMED,ALL INDIA FORWARD BLOC,1037,0,1037,0.08
ANDHRA PRADESH,22,NELLORE,12,NAKKA DINESH,BHARATHA CHAITANYA YUVAJANA PARTY,576,24,600,0.04
ANDHRA PRADESH,22,NELLORE,13,TALARI VENKATAIAH,JAIBHIM RAO BHARAT PARTY,553,5,558,0.04
